,title,title2,release_year,release_date,video_release_date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,imdb_id
170,Cinema Paradiso (1988),Cinema Paradiso,1988,01-Jan-1988,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0095765
171,Delicatessen (1991),Delicatessen,1991,01-Jan-1991,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0101700
172,"Empire Strikes Back, The (1980)",The Empire Strikes Back,1980,01-Jan-1980,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,tt2266455
173,"Princess Bride, The (1987)",The Princess Bride,1987,01-Jan-1987,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0093779
174,Raiders of the Lost Ark (1981),Raiders of the Lost Ark,1981,01-Jan-1981,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0082971
175,Brazil (1985),Brazil,1985,01-Jan-1985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0088846
176,Aliens (1986),Aliens,1986,01-Jan-1986,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,tt0090605
177,"Good, The Bad and The Ugly, The (1966)","The Bad and The Ugly, The Good",1966,01-Jan-1966,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt4666816
178,12 Angry Men (1957),12 Angry Men,1957,01-Jan-1957,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0050083
179,"Clockwork Orange, A (1971)",A Clockwork Orange,1971,01-Jan-1971,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0066921
180,Apocalypse Now (1979),Apocalypse Now,1979,01-Jan-1979,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0078788
181,Return of the Jedi (1983),Return of the Jedi,1983,14-Mar-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,tt2301123
182,GoodFellas (1990),GoodFellas,1990,01-Jan-1990,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0099685
183,Alien (1979),Alien,1979,01-Jan-1979,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,tt0078748
184,Army of Darkness (1993),Army of Darkness,1993,01-Jan-1993,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,tt0106308
185,Psycho (1960),Psycho,1960,01-Jan-1960,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,tt0054215
186,"Blues Brothers, The (1980)",The Blues Brothers,1980,01-Jan-1980,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt6699420
187,"Godfather: Part II, The (1974)",The Godfather: Part II,1974,01-Jan-1974,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0071562
188,Full Metal Jacket (1987),Full Metal Jacket,1987,01-Jan-1987,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0093058
189,"Grand Day Out, A (1992)",A Grand Day Out,1992,01-Jan-1992,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0104361
190,Henry V (1989),Henry V,1989,01-Jan-1989,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0097499
191,Amadeus (1984),Amadeus,1984,01-Jan-1984,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,tt0086879
192,Raging Bull (1980),Raging Bull,1980,01-Jan-1980,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0081398
193,"Right Stuff, The (1983)",The Right Stuff,1983,01-Jan-1983,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt1453707
194,"Sting, The (1973)",The Sting,1973,01-Jan-1973,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0070735
195,"Terminator, The (1984)",The Terminator,1984,01-Jan-1984,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0851851
196,Dead Poets Society (1989),Dead Poets Society,1989,01-Jan-1989,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0097165
197,"Graduate, The (1967)",The Graduate,1967,01-Jan-1967,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0061722
198,Nikita (La Femme Nikita) (1990),Nikita,1990,01-Jan-1990,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0100263
199,"Bridge on the River Kwai, The (1957)",The Bridge on the River Kwai,1957,01-Jan-1957,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0050212
200,"Shining, The (1980)",The Shining,1980,01-Jan-1980,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0081505
201,Evil Dead II (1987),Evil Dead II,1987,01-Jan-1987,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0092991
202,Groundhog Day (1993),Groundhog Day,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0107048
203,Unforgiven (1992),Unforgiven,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0105695
204,Back to the Future (1985),Back to the Future,1985,01-Jan-1985,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0088763
205,Patton (1970),Patton,1970,01-Jan-1970,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0066206
206,Akira (1988),Akira,1988,01-Jan-1988,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0094625
207,Cyrano de Bergerac (1990),Cyrano de Bergerac,1990,01-Jan-1990,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0099334
208,Young Frankenstein (1974),Young Frankenstein,1974,01-Jan-1974,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0072431
209,This Is Spinal Tap (1984),This Is Spinal Tap,1984,01-Jan-1984,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,tt0088258
210,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade,1989,01-Jan-1989,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0097576
211,M*A*S*H (1970),M*A*S*H,1970,01-Jan-1970,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,tt0066026
212,"Unbearable Lightness of Being, The (1988)",The Unbearable Lightness of Being,1988,01-Jan-1988,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0096332
213,"Room with a View, A (1986)",A Room with a View,1986,01-Jan-1986,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0707877
214,Pink Floyd - The Wall (1982),Pink Floyd - The Wall,1982,01-Jan-1982,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,tt0084503
215,Field of Dreams (1989),Field of Dreams,1989,01-Jan-1989,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0097351
216,When Harry Met Sally... (1989),When Harry Met Sally...,1989,01-Jan-1989,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0098635
217,Bram Stoker's Dracula (1992),Bram Stoker's Dracula,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,tt0103874
218,Cape Fear (1991),Cape Fear,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0101540
219,"Nightmare on Elm Street, A (1984)",A Nightmare on Elm Street,1984,01-Jan-1984,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0087800
220,"Mirror Has Two Faces, The (1996)",The Mirror Has Two Faces,1996,15-Nov-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0117057
221,Breaking the Waves (1996),Breaking the Waves,1996,15-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115751
222,Star Trek: First Contact (1996),Star Trek: First Contact,1996,22-Nov-1996,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt1776302
223,Sling Blade (1996),Sling Blade,1996,22-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0117666
224,Ridicule (1996),Ridicule,1996,27-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117477
225,101 Dalmatians (1996),101 Dalmatians,1996,27-Nov-1996,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0115433
226,Die Hard 2 (1990),Die Hard 2,1990,01-Jan-1990,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0099423
227,Star Trek VI: The Undiscovered Country (1991),Star Trek VI: The Undiscovered Country,1991,01-Jan-1991,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0102975
228,Star Trek: The Wrath of Khan (1982),Star Trek: The Wrath of Khan,1982,01-Jan-1982,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0084726
229,Star Trek III: The Search for Spock (1984),Star Trek III: The Search for Spock,1984,01-Jan-1984,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0088170
230,Star Trek IV: The Voyage Home (1986),Star Trek IV: The Voyage Home,1986,01-Jan-1986,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0092007
231,Batman Returns (1992),Batman Returns,1992,01-Jan-1992,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0103776
232,Young Guns (1988),Young Guns,1988,01-Jan-1988,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0096487
233,Under Siege (1992),Under Siege,1992,01-Jan-1992,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0105690
234,Jaws (1975),Jaws,1975,01-Jan-1975,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0073195
235,Mars Attacks! (1996),Mars Attacks!,1996,13-Dec-1996,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,tt0116996
236,Citizen Ruth (1996),Citizen Ruth,1996,13-Dec-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115906
237,Jerry Maguire (1996),Jerry Maguire,1996,13-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0116695
238,Raising Arizona (1987),Raising Arizona,1987,01-Jan-1987,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0093822
239,Sneakers (1992),Sneakers,1992,01-Jan-1992,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,tt0105435
240,Beavis and Butt-head Do America (1996),Beavis and Butt-head Do America,1996,20-Dec-1996,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0115641
241,"Last of the Mohicans, The (1992)",The Last of the Mohicans,1992,01-Jan-1992,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,tt0104691
242,Kolya (1996),Kolya,1996,24-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116790
243,Jungle2Jungle (1997),Jungle2Jungle,1997,07-Mar-1997,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119432
244,Smilla's Sense of Snow (1997),Smilla's Sense of Snow,1997,14-Mar-1997,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0120152
245,"Devil's Own, The (1997)",The Devil's Own,1997,26-Mar-1997,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,tt0118972
246,Chasing Amy (1997),Chasing Amy,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0118842
247,Turbo: A Power Rangers Movie (1997),Turbo: A Power Rangers Movie,1997,28-Mar-1997,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120389
248,Grosse Pointe Blank (1997),Grosse Pointe Blank,1997,11-Apr-1997,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0119229
249,Austin Powers: International Man of Mystery (1997),Austin Powers: International Man of Mystery,1997,02-May-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0118655
250,"Fifth Element, The (1997)",The Fifth Element,1997,09-May-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0119116
251,Shall We Dance? (1996),Shall We Dance?,1996,11-Jul-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117615
252,"Lost World: Jurassic Park, The (1997)",The Lost World: Jurassic Park,1997,23-May-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0119567
253,"Pillow Book, The (1995)",The Pillow Book,1995,13-Jun-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt6166230
254,Batman & Robin (1997),Batman & Robin,1997,20-Jun-1997,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0118688
255,My Best Friend's Wedding (1997),My Best Friend's Wedding,1997,20-Jun-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119738
256,When the Cats Away (Chacun cherche son chat) (1996),When the Cats Away,1996,20-Jun-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0115856
257,Men in Black (1997),Men in Black,1997,04-Jul-1997,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0119654
258,Contact (1997),Contact,1997,11-Jul-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,tt0118884
259,George of the Jungle (1997),George of the Jungle,1997,01-Jan-1997,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119190
260,Event Horizon (1997),Event Horizon,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,tt0119081
261,Air Bud (1997),Air Bud,1997,01-Aug-1997,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0118570
262,In the Company of Men (1997),In the Company of Men,1997,01-Aug-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119361
263,Steel (1997),Steel,1997,15-Aug-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120207
264,Mimic (1997),Mimic,1997,22-Aug-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0119675
265,"Hunt for Red October, The (1990)",The Hunt for Red October,1990,01-Jan-1990,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0099810
266,Kull the Conqueror (1997),Kull the Conqueror,1997,29-Aug-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119484
267,unknown,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1401152
268,Chasing Amy (1997),Chasing Amy,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0118842
269,"Full Monty, The (1997)",The Full Monty,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119164
270,Gattaca (1997),Gattaca,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,tt0119177
271,Starship Troopers (1997),Starship Troopers,1997,01-Jan-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,tt0120201
272,Good Will Hunting (1997),Good Will Hunting,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119217
273,Heat (1995),Heat,1995,01-Jan-1995,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,tt0113277
274,Sabrina (1995),Sabrina,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0114319
275,Sense and Sensibility (1995),Sense and Sensibility,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0114388
276,Leaving Las Vegas (1995),Leaving Las Vegas,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0113627
277,Restoration (1995),Restoration,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114272
278,Bed of Roses (1996),Bed of Roses,1996,01-Jan-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0115644
279,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114039
280,Up Close and Personal (1996),Up Close and Personal,1996,01-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0497080
281,"River Wild, The (1994)",The River Wild,1994,01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0110997
282,"Time to Kill, A (1996)",A Time to Kill,1996,13-Jul-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt4439176
283,Emma (1996),Emma,1996,02-Aug-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0116191
284,Tin Cup (1996),Tin Cup,1996,16-Aug-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0117918
285,Secrets & Lies (1996),Secrets & Lies,1996,04-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117589
286,"English Patient, The (1996)",The English Patient,1996,15-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,tt0116209
287,Marvin's Room (1996),Marvin's Room,1996,18-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116999
288,Scream (1996),Scream,1996,20-Dec-1996,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,tt0117571
289,Evita (1996),Evita,1996,25-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,tt0116250
290,Fierce Creatures (1997),Fierce Creatures,1997,10-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119115
291,Absolute Power (1997),Absolute Power,1997,14-Feb-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0118548
292,Rosewood (1997),Rosewood,1997,21-Feb-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120036
293,Donnie Brasco (1997),Donnie Brasco,1997,28-Feb-1997,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0119008
294,Liar Liar (1997),Liar Liar,1997,21-Mar-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119528
295,Breakdown (1997),Breakdown,1997,02-May-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0118771
296,"Promesse, La (1996)",La Promesse,1996,16-May-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117398
297,Ulee's Gold (1997),Ulee's Gold,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120402
298,Face/Off (1997),Face/Off,1997,27-Jun-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0119094
299,Hoodlum (1997),Hoodlum,1997,22-Aug-1997,,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,tt0119311
300,Air Force One (1997),Air Force One,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0118571
301,In & Out (1997),In & Out,1997,19-Sep-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119360
302,L.A. Confidential (1997),L.A. Confidential,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tt0119488
303,Ulee's Gold (1997),Ulee's Gold,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120402
304,Fly Away Home (1996),Fly Away Home,1996,13-Sep-1996,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116329
305,"Ice Storm, The (1997)",The Ice Storm,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119349
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Mrs. Brown,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0119280
307,"Devil's Advocate, The (1997)",The Devil's Advocate,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tt0118971
308,FairyTale: A True Story (1997),FairyTale: A True Story,1997,01-Jan-1997,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,tt0119095
309,Deceiver (1997),Deceiver,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0119527
310,"Rainmaker, The (1997)",The Rainmaker,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0541748
311,"Wings of the Dove, The (1997)",The Wings of the Dove,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,tt1013676
312,Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil,1997,01-Jan-1997,,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,tt0119668
313,Titanic (1997),Titanic,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0120338
314,3 Ninjas: High Noon At Mega Mountain (1998),3 Ninjas: High Noon At Mega Mountain,1998,01-Jan-1997,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0118539
315,Apt Pupil (1998),Apt Pupil,1998,23-Oct-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0118636
316,As Good As It Gets (1997),As Good As It Gets,1997,23-Dec-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119822
317,In the Name of the Father (1993),In the Name of the Father,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107207
318,Schindler's List (1993),Schindler's List,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0108052
319,Everyone Says I Love You (1996),Everyone Says I Love You,1996,06-Dec-1996,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,tt0116242
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Paradise Lost: The Child Murders at Robin Hood Hills,1996,06-Dec-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0117293
321,Mother (1996),Mother,1996,25-Dec-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117091
322,Murder at 1600 (1997),Murder at 1600,1997,18-Apr-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0119731
323,Dante's Peak (1997),Dante's Peak,1997,07-Feb-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0118928
324,Lost Highway (1997),Lost Highway,1997,21-Feb-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tt0116922
325,Crash (1996),Crash,1996,21-Mar-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0115964
326,G.I. Jane (1997),G.I. Jane,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0119173
327,Cop Land (1997),Cop Land,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,tt0118887
328,Conspiracy Theory (1997),Conspiracy Theory,1997,08-Aug-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,tt0118883
329,Desperate Measures (1998),Desperate Measures,1998,30-Jan-1998,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,tt0118966
330,187 (1997),187,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt1683864
331,"Edge, The (1997)",The Edge,1997,26-Sep-1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0119051
332,Kiss the Girls (1997),Kiss the Girls,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,tt0119468
333,"Game, The (1997)",The Game,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0119174
334,U Turn (1997),U Turn,1997,01-Jan-1997,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,tt0120399
335,How to Be a Player (1997),How to Be a Player,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119326
336,Playing God (1997),Playing God,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,tt0119906
337,"House of Yes, The (1997)",The House of Yes,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0119324
338,Bean (1997),Bean,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0118689
339,Mad City (1997),Mad City,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119592
340,Boogie Nights (1997),Boogie Nights,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118749
341,Critical Care (1997),Critical Care,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0118901
342,"Man Who Knew Too Little, The (1997)",The Man Who Knew Too Little,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,tt0120483
343,Alien: Resurrection (1997),Alien: Resurrection,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tt0118583
